Activity_ID,Application_ID,Product_Type,Channel,Stage,Activity_Type,Activity_Timestamp,Performed_By,Status_After_Activity,Activity_Notes,Dedupe_Flag,Dedupe_Match_Type,Existing_Record_Flag,Risk_Grade,Fraud_Flag,Exception_Flag,Bureau_Score,Employment_Verified,Income_Verified,Address_Verified,KYC_Status,UW_Decision,Escalation_Required,Underwriting_Notes,Documents_Collected_Flag,Missing_Documents_Count,PDOC_Status,PDOC_Clearance_Date,PDOC_Notes,Final_Approved_Limit,Disbursement_Date,Activation_Status,Welcome_Kit_Sent,DI_Notes,Stage_Start_Timestamp,Stage_End_Timestamp,Stage_Duration_Minutes,Total_Processing_Days,SLA_Met,Last_Modified_By,Last_Modified_Timestamp,Escalation_Notes,QA_Check_Flag
369,APP031,Credit Card,Online,PDOC,PDOC Reviewed,2025-09-12 06:55,Auto,On Hold,PDOC Reviewed done for PDOC,No,None,NA,High,No,Yes,390,No,No,Yes,Cleared,Approve,No,Notes for PDOC,No,0,Complete,2025-09-12 07:55,PDOC note for APP031,9625,2025-09-12 08:55,Active,NA,DI note for APP031,2025-09-12 04:31,2025-09-12 06:55,144,4,Yes,Team A,2025-09-12 06:55,Escalation note for APP031,Yes
370,APP031,Credit Card,Online,DI,Disbursed,2025-09-12 09:52,Team B,Approved,Disbursed done for DI,Yes,Exact,No,High,No,NA,356,NA,NA,NA,Cleared,Approve,Yes,Notes for DI,Yes,1,Approved,2025-09-12 10:52,PDOC note for APP031,6875,2025-09-12 11:52,Active,Yes,DI note for APP031,2025-09-12 07:40,2025-09-12 09:52,132,9,Yes,Team B,2025-09-12 09:52,Escalation note for APP031,Yes
371,APP031,Credit Card,Online,DI,Activated,2025-09-12 12:16,System,Escalated,Activated done for DI,NA,None,NA,High,No,Yes,339,No,NA,NA,Rejected,Approve,NA,Notes for DI,Yes,2,On Hold,2025-09-12 13:16,PDOC note for APP031,1721,2025-09-12 14:16,Active,Yes,DI note for APP031,2025-09-12 10:06,2025-09-12 12:16,130,1,No,System,2025-09-12 12:16,Escalation note for APP031,Yes
372,APP031,Credit Card,Online,DI,Welcome Kit Sent,2025-09-12 13:09,Third Party,Pending,Welcome Kit Sent done for DI,No,None,Yes,High,NA,No,812,NA,NA,Yes,Rejected,Decline,Yes,Notes for DI,No,2,On Hold,2025-09-12 14:09,PDOC note for APP031,5081,2025-09-12 15:09,Active,No,DI note for APP031,2025-09-12 12:31,2025-09-12 13:09,38,2,Yes,Team A,2025-09-12 13:09,Escalation note for APP031,Yes
373,APP032,Loan,TeleSales,Sourcing,Submitted,2025-09-02 07:26,Team B,Complete,Submitted done for Sourcing,Yes,Partial,Yes,Medium,Yes,No,532,No,No,No,Pending,Decline,No,Notes for Sourcing,No,0,On Hold,2025-09-02 08:26,PDOC note for APP032,8383,2025-09-02 09:26,Active,No,DI note for APP032,2025-09-02 04:00,2025-09-02 07:26,206,2,No,System,2025-09-02 07:26,Escalation note for APP032,Yes
374,APP032,Loan,TeleSales,Sourcing,Reviewed,2025-09-02 10:55,Third Party,Escalated,Reviewed done for Sourcing,NA,None,NA,Low,No,Yes,462,Yes,No,NA,Cleared,Hold,No,Notes for Sourcing,Yes,3,Pending,2025-09-02 11:55,PDOC note for APP032,7863,2025-09-02 12:55,Active,Yes,DI note for APP032,2025-09-02 08:25,2025-09-02 10:55,150,7,No,System,2025-09-02 10:55,Escalation note for APP032,No
375,APP032,Loan,TeleSales,Dedupe,Checked,2025-09-02 12:00,Team B,Complete,Checked done for Dedupe,NA,Partial,No,Low,Yes,NA,734,NA,NA,NA,Pending,Approve,No,Notes for Dedupe,No,1,Approved,2025-09-02 13:00,PDOC note for APP032,3139,2025-09-02 14:00,Active,Yes,DI note for APP032,2025-09-02 11:49,2025-09-02 12:00,11,3,No,Team B,2025-09-02 12:00,Escalation note for APP032,No
376,APP032,Loan,TeleSales,Dedupe,Flagged,2025-09-02 14:06,Team B,Approved,Flagged done for Dedupe,Yes,Partial,Yes,Low,Yes,Yes,603,Yes,Yes,NA,Cleared,Hold,No,Notes for Dedupe,NA,3,Approved,2025-09-02 15:06,PDOC note for APP032,8067,2025-09-02 16:06,Active,No,DI note for APP032,2025-09-02 12:37,2025-09-02 14:06,89,9,Yes,System,2025-09-02 14:06,Escalation note for APP032,No
377,APP032,Loan,TeleSales,Underwriting,Verified Documents,2025-09-02 15:56,Third Party,Escalated,Verified Documents done for Underwriting,NA,None,Yes,High,No,Yes,354,NA,NA,No,Pending,Hold,NA,Notes for Underwriting,Yes,2,Pending,2025-09-02 16:56,PDOC note for APP032,2997,2025-09-02 17:56,Active,Yes,DI note for APP032,2025-09-02 14:35,2025-09-02 15:56,81,9,No,Team A,2025-09-02 15:56,Escalation note for APP032,Yes
378,APP032,Loan,TeleSales,Underwriting,Decision,2025-09-02 19:02,Third Party,Escalated,Decision done for Underwriting,Yes,Exact,Yes,Medium,Yes,No,452,Yes,NA,No,Cleared,Approve,NA,Notes for Underwriting,Yes,1,Approved,2025-09-02 20:02,PDOC note for APP032,9491,2025-09-02 21:02,Active,Yes,DI note for APP032,2025-09-02 16:41,2025-09-02 19:02,141,4,Yes,Team B,2025-09-02 19:02,Escalation note for APP032,Yes
379,APP032,Loan,TeleSales,Underwriting,Escalated,2025-09-02 20:04,Auto,On Hold,Escalated done for Underwriting,Yes,Partial,NA,Low,Yes,No,648,No,NA,Yes,Cleared,Approve,No,Notes for Underwriting,Yes,2,Pending,2025-09-02 21:04,PDOC note for APP032,9375,2025-09-02 22:04,Active,NA,DI note for APP032,2025-09-02 19:16,2025-09-02 20:04,48,10,No,System,2025-09-02 20:04,Escalation note for APP032,No
380,APP032,Loan,TeleSales,PDOC,Documents Collected,2025-09-02 22:37,Team A,Escalated,Documents Collected done for PDOC,NA,Exact,No,High,NA,NA,408,NA,Yes,No,Cleared,Decline,NA,Notes for PDOC,Yes,1,Approved,2025-09-02 23:37,PDOC note for APP032,9665,2025-09-03 00:37,Active,No,DI note for APP032,2025-09-02 20:47,2025-09-02 22:37,110,6,Yes,Team A,2025-09-02 22:37,Escalation note for APP032,No
381,APP032,Loan,TeleSales,PDOC,PDOC Reviewed,2025-09-03 01:17,Third Party,Complete,PDOC Reviewed done for PDOC,No,Exact,NA,Medium,NA,NA,758,Yes,No,No,Cleared,Approve,NA,Notes for PDOC,No,1,On Hold,2025-09-03 02:17,PDOC note for APP032,5803,2025-09-03 03:17,Active,NA,DI note for APP032,2025-09-02 22:42,2025-09-03 01:17,155,4,Yes,System,2025-09-03 01:17,Escalation note for APP032,No
382,APP032,Loan,TeleSales,DI,Disbursed,2025-09-03 02:04,Auto,On Hold,Disbursed done for DI,No,Partial,NA,High,No,Yes,862,No,NA,No,Rejected,Approve,Yes,Notes for DI,No,1,Complete,2025-09-03 03:04,PDOC note for APP032,1019,2025-09-03 04:04,Active,No,DI note for APP032,2025-09-03 01:28,2025-09-03 02:04,36,3,No,Team A,2025-09-03 02:04,Escalation note for APP032,Yes
383,APP032,Loan,TeleSales,DI,Activated,2025-09-03 03:29,Auto,Escalated,Activated done for DI,No,None,Yes,High,No,Yes,877,Yes,NA,No,Rejected,Hold,No,Notes for DI,No,2,Escalated,2025-09-03 04:29,PDOC note for APP032,1475,2025-09-03 05:29,Active,No,DI note for APP032,2025-09-03 02:57,2025-09-03 03:29,32,6,Yes,System,2025-09-03 03:29,Escalation note for APP032,No
384,APP032,Loan,TeleSales,DI,Welcome Kit Sent,2025-09-03 07:32,Third Party,Pending,Welcome Kit Sent done for DI,NA,Partial,NA,Medium,Yes,No,792,Yes,No,Yes,Rejected,Hold,Yes,Notes for DI,Yes,1,On Hold,2025-09-03 08:32,PDOC note for APP032,1468,2025-09-03 09:32,Active,Yes,DI note for APP032,2025-09-03 03:44,2025-09-03 07:32,228,2,No,Team A,2025-09-03 07:32,Escalation note for APP032,No
385,APP033,Loan,Branch,Sourcing,Submitted,2025-09-09 09:23,Auto,Rejected,Submitted done for Sourcing,No,None,No,High,No,NA,846,NA,Yes,No,Pending,Decline,NA,Notes for Sourcing,Yes,2,Rejected,2025-09-09 10:23,PDOC note for APP033,5765,2025-09-09 11:23,Inactive,No,DI note for APP033,2025-09-09 08:00,2025-09-09 09:23,83,1,No,System,2025-09-09 09:23,Escalation note for APP033,Yes
386,APP033,Loan,Branch,Sourcing,Reviewed,2025-09-09 10:40,System,On Hold,Reviewed done for Sourcing,NA,None,Yes,Medium,No,Yes,350,Yes,No,Yes,Rejected,Approve,NA,Notes for Sourcing,No,1,Complete,2025-09-09 11:40,PDOC note for APP033,8005,2025-09-09 12:40,Inactive,No,DI note for APP033,2025-09-09 09:46,2025-09-09 10:40,54,4,Yes,Team A,2025-09-09 10:40,Escalation note for APP033,No
387,APP033,Loan,Branch,Dedupe,Checked,2025-09-09 13:47,System,Complete,Checked done for Dedupe,No,Exact,No,Low,No,NA,506,No,Yes,Yes,Rejected,Decline,NA,Notes for Dedupe,No,2,Rejected,2025-09-09 14:47,PDOC note for APP033,6723,2025-09-09 15:47,Active,No,DI note for APP033,2025-09-09 10:59,2025-09-09 13:47,168,4,No,Team A,2025-09-09 13:47,Escalation note for APP033,No
388,APP033,Loan,Branch,Dedupe,Flagged,2025-09-09 14:58,System,On Hold,Flagged done for Dedupe,Yes,Exact,Yes,Medium,No,No,700,NA,NA,Yes,Pending,Hold,No,Notes for Dedupe,NA,2,Escalated,2025-09-09 15:58,PDOC note for APP033,1530,2025-09-09 16:58,Inactive,No,DI note for APP033,2025-09-09 13:58,2025-09-09 14:58,60,4,No,Team A,2025-09-09 14:58,Escalation note for APP033,No
389,APP033,Loan,Branch,Underwriting,Verified Documents,2025-09-09 17:42,Auto,Approved,Verified Documents done for Underwriting,NA,Partial,No,Medium,NA,NA,823,NA,No,NA,Pending,Approve,No,Notes for Underwriting,NA,2,Rejected,2025-09-09 18:42,PDOC note for APP033,1073,2025-09-09 19:42,Inactive,Yes,DI note for APP033,2025-09-09 15:38,2025-09-09 17:42,124,9,No,Team A,2025-09-09 17:42,Escalation note for APP033,Yes
390,APP033,Loan,Branch,Underwriting,Decision,2025-09-09 22:09,System,Pending,Decision done for Underwriting,NA,None,No,Medium,NA,Yes,807,Yes,NA,Yes,Rejected,Approve,NA,Notes for Underwriting,No,1,Escalated,2025-09-09 23:09,PDOC note for APP033,9921,2025-09-10 00:09,Inactive,Yes,DI note for APP033,2025-09-09 18:22,2025-09-09 22:09,227,10,No,Team B,2025-09-09 22:09,Escalation note for APP033,Yes
391,APP033,Loan,Branch,Underwriting,Escalated,2025-09-10 00:29,Auto,Complete,Escalated done for Underwriting,Yes,None,No,High,Yes,Yes,472,NA,No,Yes,Pending,Decline,No,Notes for Underwriting,NA,2,Escalated,2025-09-10 01:29,PDOC note for APP033,5384,2025-09-10 02:29,Inactive,NA,DI note for APP033,2025-09-09 22:32,2025-09-10 00:29,117,9,Yes,Team B,2025-09-10 00:29,Escalation note for APP033,No
392,APP033,Loan,Branch,PDOC,Documents Collected,2025-09-10 02:43,Auto,On Hold,Documents Collected done for PDOC,No,Exact,Yes,High,Yes,Yes,319,NA,Yes,Yes,Rejected,Hold,No,Notes for PDOC,NA,2,Pending,2025-09-10 03:43,PDOC note for APP033,3049,2025-09-10 04:43,Inactive,No,DI note for APP033,2025-09-10 01:04,2025-09-10 02:43,99,6,Yes,Team B,2025-09-10 02:43,Escalation note for APP033,Yes
393,APP033,Loan,Branch,PDOC,PDOC Reviewed,2025-09-10 05:07,Team B,Rejected,PDOC Reviewed done for PDOC,No,Partial,Yes,Medium,NA,NA,499,Yes,NA,NA,Pending,Hold,NA,Notes for PDOC,No,0,Approved,2025-09-10 06:07,PDOC note for APP033,3322,2025-09-10 07:07,Inactive,No,DI note for APP033,2025-09-10 03:14,2025-09-10 05:07,113,9,No,Team B,2025-09-10 05:07,Escalation note for APP033,Yes
394,APP033,Loan,Branch,DI,Disbursed,2025-09-10 07:49,Team A,Escalated,Disbursed done for DI,Yes,Partial,NA,Low,No,NA,371,No,NA,Yes,Rejected,Hold,No,Notes for DI,Yes,3,On Hold,2025-09-10 08:49,PDOC note for APP033,4774,2025-09-10 09:49,Inactive,NA,DI note for APP033,2025-09-10 05:28,2025-09-10 07:49,141,2,Yes,Team B,2025-09-10 07:49,Escalation note for APP033,No
395,APP033,Loan,Branch,DI,Activated,2025-09-10 08:40,System,On Hold,Activated done for DI,Yes,Exact,No,High,Yes,NA,468,No,Yes,NA,Rejected,Hold,Yes,Notes for DI,NA,0,Complete,2025-09-10 09:40,PDOC note for APP033,6211,2025-09-10 10:40,Active,Yes,DI note for APP033,2025-09-10 08:19,2025-09-10 08:40,21,9,Yes,System,2025-09-10 08:40,Escalation note for APP033,No
396,APP033,Loan,Branch,DI,Welcome Kit Sent,2025-09-10 11:51,Team A,Escalated,Welcome Kit Sent done for DI,Yes,None,Yes,High,NA,Yes,761,No,Yes,Yes,Cleared,Approve,Yes,Notes for DI,No,1,Pending,2025-09-10 12:51,PDOC note for APP033,2699,2025-09-10 13:51,Inactive,NA,DI note for APP033,2025-09-10 08:45,2025-09-10 11:51,186,3,No,Team A,2025-09-10 11:51,Escalation note for APP033,No
397,APP034,Loan,TeleSales,Sourcing,Submitted,2025-09-10 07:29,System,Pending,Submitted done for Sourcing,Yes,Exact,NA,Medium,NA,Yes,433,Yes,Yes,NA,Cleared,Hold,NA,Notes for Sourcing,NA,3,Approved,2025-09-10 08:29,PDOC note for APP034,6718,2025-09-10 09:29,Inactive,No,DI note for APP034,2025-09-10 06:00,2025-09-10 07:29,89,8,No,Team A,2025-09-10 07:29,Escalation note for APP034,Yes
398,APP034,Loan,TeleSales,Sourcing,Reviewed,2025-09-10 10:36,Auto,Pending,Reviewed done for Sourcing,NA,None,NA,High,NA,No,555,NA,Yes,Yes,Cleared,Approve,NA,Notes for Sourcing,Yes,1,Complete,2025-09-10 11:36,PDOC note for APP034,4737,2025-09-10 12:36,Inactive,NA,DI note for APP034,2025-09-10 07:54,2025-09-10 10:36,162,5,Yes,Team A,2025-09-10 10:36,Escalation note for APP034,No
399,APP034,Loan,TeleSales,Dedupe,Checked,2025-09-10 13:06,Third Party,Rejected,Checked done for Dedupe,NA,Exact,NA,Medium,NA,Yes,823,No,No,NA,Pending,Approve,NA,Notes for Dedupe,NA,2,Pending,2025-09-10 14:06,PDOC note for APP034,7871,2025-09-10 15:06,Inactive,No,DI note for APP034,2025-09-10 11:04,2025-09-10 13:06,122,10,No,Team A,2025-09-10 13:06,Escalation note for APP034,Yes
400,APP034,Loan,TeleSales,Dedupe,Flagged,2025-09-10 16:02,Team B,Escalated,Flagged done for Dedupe,No,Partial,No,Low,Yes,No,757,Yes,Yes,No,Rejected,Approve,NA,Notes for Dedupe,NA,3,Rejected,2025-09-10 17:02,PDOC note for APP034,5717,2025-09-10 18:02,Active,NA,DI note for APP034,2025-09-10 13:28,2025-09-10 16:02,154,10,No,System,2025-09-10 16:02,Escalation note for APP034,Yes
401,APP034,Loan,TeleSales,Underwriting,Verified Documents,2025-09-10 18:16,System,Rejected,Verified Documents done for Underwriting,No,Partial,Yes,High,Yes,NA,474,No,NA,No,Rejected,Decline,Yes,Notes for Underwriting,Yes,3,Complete,2025-09-10 19:16,PDOC note for APP034,7025,2025-09-10 20:16,Inactive,NA,DI note for APP034,2025-09-10 16:37,2025-09-10 18:16,99,7,Yes,Team B,2025-09-10 18:16,Escalation note for APP034,Yes
402,APP034,Loan,TeleSales,Underwriting,Decision,2025-09-10 21:10,Third Party,Rejected,Decision done for Underwriting,No,None,Yes,Low,Yes,NA,853,Yes,No,Yes,Pending,Approve,NA,Notes for Underwriting,NA,1,Rejected,2025-09-10 22:10,PDOC note for APP034,9344,2025-09-10 23:10,Inactive,No,DI note for APP034,2025-09-10 18:50,2025-09-10 21:10,140,4,No,Team B,2025-09-10 21:10,Escalation note for APP034,Yes
403,APP034,Loan,TeleSales,Underwriting,Escalated,2025-09-11 00:10,System,Approved,Escalated done for Underwriting,NA,Exact,Yes,Low,Yes,Yes,384,NA,NA,Yes,Pending,Hold,No,Notes for Underwriting,Yes,0,Complete,2025-09-11 01:10,PDOC note for APP034,5698,2025-09-11 02:10,Active,No,DI note for APP034,2025-09-10 21:21,2025-09-11 00:10,169,5,Yes,Team B,2025-09-11 00:10,Escalation note for APP034,No
404,APP034,Loan,TeleSales,PDOC,Documents Collected,2025-09-11 04:24,Team B,Pending,Documents Collected done for PDOC,NA,Partial,No,High,Yes,No,802,NA,No,Yes,Cleared,Hold,No,Notes for PDOC,No,3,Approved,2025-09-11 05:24,PDOC note for APP034,5022,2025-09-11 06:24,Inactive,No,DI note for APP034,2025-09-11 00:27,2025-09-11 04:24,237,4,No,Team A,2025-09-11 04:24,Escalation note for APP034,Yes
405,APP034,Loan,TeleSales,PDOC,PDOC Reviewed,2025-09-11 05:46,Auto,Approved,PDOC Reviewed done for PDOC,NA,Partial,No,Medium,NA,NA,318,No,No,NA,Pending,Decline,Yes,Notes for PDOC,Yes,1,Pending,2025-09-11 06:46,PDOC note for APP034,7677,2025-09-11 07:46,Active,Yes,DI note for APP034,2025-09-11 04:35,2025-09-11 05:46,71,7,Yes,Team B,2025-09-11 05:46,Escalation note for APP034,Yes
406,APP034,Loan,TeleSales,DI,Disbursed,2025-09-11 07:08,Team B,Approved,Disbursed done for DI,NA,None,Yes,High,No,NA,444,NA,Yes,Yes,Pending,Approve,No,Notes for DI,Yes,3,Rejected,2025-09-11 08:08,PDOC note for APP034,2417,2025-09-11 09:08,Active,Yes,DI note for APP034,2025-09-11 06:03,2025-09-11 07:08,65,10,Yes,Team B,2025-09-11 07:08,Escalation note for APP034,Yes
407,APP034,Loan,TeleSales,DI,Activated,2025-09-11 08:03,Third Party,Rejected,Activated done for DI,No,None,NA,High,No,No,889,Yes,Yes,NA,Pending,Hold,No,Notes for DI,NA,2,On Hold,2025-09-11 09:03,PDOC note for APP034,8310,2025-09-11 10:03,Inactive,No,DI note for APP034,2025-09-11 07:47,2025-09-11 08:03,16,5,No,Team B,2025-09-11 08:03,Escalation note for APP034,No
408,APP034,Loan,TeleSales,DI,Welcome Kit Sent,2025-09-11 11:36,Team B,On Hold,Welcome Kit Sent done for DI,No,Partial,NA,Medium,No,Yes,782,NA,Yes,No,Rejected,Hold,Yes,Notes for DI,Yes,0,Complete,2025-09-11 12:36,PDOC note for APP034,4738,2025-09-11 13:36,Active,Yes,DI note for APP034,2025-09-11 08:55,2025-09-11 11:36,161,6,No,Team B,2025-09-11 11:36,Escalation note for APP034,Yes
409,APP035,Other,Online,Sourcing,Submitted,2025-09-08 01:51,Auto,On Hold,Submitted done for Sourcing,NA,Partial,Yes,Medium,Yes,NA,374,No,No,No,Pending,Hold,Yes,Notes for Sourcing,Yes,2,On Hold,2025-09-08 02:51,PDOC note for APP035,9094,2025-09-08 03:51,Active,No,DI note for APP035,2025-09-08 00:00,2025-09-08 01:51,111,5,No,System,2025-09-08 01:51,Escalation note for APP035,Yes
410,APP035,Other,Online,Sourcing,Reviewed,2025-09-08 03:17,Third Party,Complete,Reviewed done for Sourcing,NA,Exact,No,High,NA,Yes,335,No,NA,No,Cleared,Approve,NA,Notes for Sourcing,Yes,2,Complete,2025-09-08 04:17,PDOC note for APP035,7572,2025-09-08 05:17,Active,NA,DI note for APP035,2025-09-08 02:37,2025-09-08 03:17,40,5,No,Team A,2025-09-08 03:17,Escalation note for APP035,No
411,APP035,Other,Online,Dedupe,Checked,2025-09-08 05:28,Third Party,Approved,Checked done for Dedupe,NA,Partial,Yes,Low,Yes,NA,412,No,NA,No,Pending,Decline,No,Notes for Dedupe,NA,2,Pending,2025-09-08 06:28,PDOC note for APP035,2816,2025-09-08 07:28,Active,NA,DI note for APP035,2025-09-08 03:57,2025-09-08 05:28,91,1,No,System,2025-09-08 05:28,Escalation note for APP035,No
412,APP035,Other,Online,Dedupe,Flagged,2025-09-08 07:07,Auto,Approved,Flagged done for Dedupe,Yes,Exact,Yes,Low,Yes,NA,803,NA,Yes,NA,Cleared,Decline,Yes,Notes for Dedupe,Yes,1,Rejected,2025-09-08 08:07,PDOC note for APP035,1403,2025-09-08 09:07,Active,NA,DI note for APP035,2025-09-08 05:42,2025-09-08 07:07,85,5,No,System,2025-09-08 07:07,Escalation note for APP035,No
413,APP035,Other,Online,Underwriting,Verified Documents,2025-09-08 08:19,Third Party,Approved,Verified Documents done for Underwriting,Yes,None,No,High,NA,NA,859,Yes,NA,No,Rejected,Hold,No,Notes for Underwriting,Yes,3,Escalated,2025-09-08 09:19,PDOC note for APP035,1563,2025-09-08 10:19,Inactive,NA,DI note for APP035,2025-09-08 07:31,2025-09-08 08:19,48,10,Yes,Team A,2025-09-08 08:19,Escalation note for APP035,Yes
414,APP035,Other,Online,Underwriting,Decision,2025-09-08 10:36,System,Escalated,Decision done for Underwriting,Yes,Exact,Yes,High,Yes,Yes,791,NA,NA,Yes,Rejected,Approve,No,Notes for Underwriting,Yes,0,On Hold,2025-09-08 11:36,PDOC note for APP035,6689,2025-09-08 12:36,Active,No,DI note for APP035,2025-09-08 09:02,2025-09-08 10:36,94,3,No,Team B,2025-09-08 10:36,Escalation note for APP035,No
415,APP035,Other,Online,Underwriting,Escalated,2025-09-08 13:18,Team B,Approved,Escalated done for Underwriting,Yes,Partial,Yes,High,Yes,NA,314,Yes,Yes,No,Rejected,Decline,No,Notes for Underwriting,NA,0,On Hold,2025-09-08 14:18,PDOC note for APP035,7462,2025-09-08 15:18,Inactive,NA,DI note for APP035,2025-09-08 11:35,2025-09-08 13:18,103,2,No,Team A,2025-09-08 13:18,Escalation note for APP035,Yes
416,APP035,Other,Online,PDOC,Documents Collected,2025-09-08 16:46,System,Rejected,Documents Collected done for PDOC,NA,Exact,Yes,Low,Yes,No,326,No,No,NA,Pending,Decline,No,Notes for PDOC,NA,2,Pending,2025-09-08 17:46,PDOC note for APP035,8123,2025-09-08 18:46,Inactive,NA,DI note for APP035,2025-09-08 14:00,2025-09-08 16:46,166,1,Yes,Team B,2025-09-08 16:46,Escalation note for APP035,Yes
417,APP035,Other,Online,PDOC,PDOC Reviewed,2025-09-08 17:23,Auto,Rejected,PDOC Reviewed done for PDOC,Yes,None,No,High,NA,NA,374,NA,No,No,Cleared,Decline,No,Notes for PDOC,Yes,3,Pending,2025-09-08 18:23,PDOC note for APP035,1784,2025-09-08 19:23,Active,No,DI note for APP035,2025-09-08 17:06,2025-09-08 17:23,17,10,Yes,Team B,2025-09-08 17:23,Escalation note for APP035,No
418,APP035,Other,Online,DI,Disbursed,2025-09-08 21:25,Third Party,Complete,Disbursed done for DI,NA,None,No,Medium,No,NA,307,NA,NA,NA,Pending,Hold,No,Notes for DI,Yes,3,On Hold,2025-09-08 22:25,PDOC note for APP035,2040,2025-09-08 23:25,Active,No,DI note for APP035,2025-09-08 18:15,2025-09-08 21:25,190,4,Yes,System,2025-09-08 21:25,Escalation note for APP035,No
419,APP035,Other,Online,DI,Activated,2025-09-09 00:49,System,Complete,Activated done for DI,No,None,Yes,Low,No,No,361,No,Yes,NA,Rejected,Approve,No,Notes for DI,Yes,1,On Hold,2025-09-09 01:49,PDOC note for APP035,6220,2025-09-09 02:49,Active,Yes,DI note for APP035,2025-09-08 21:51,2025-09-09 00:49,178,1,Yes,Team B,2025-09-09 00:49,Escalation note for APP035,No
420,APP035,Other,Online,DI,Welcome Kit Sent,2025-09-09 02:51,Auto,Approved,Welcome Kit Sent done for DI,NA,Partial,Yes,Low,Yes,NA,767,Yes,No,NA,Pending,Approve,NA,Notes for DI,Yes,1,Complete,2025-09-09 03:51,PDOC note for APP035,2877,2025-09-09 04:51,Inactive,No,DI note for APP035,2025-09-09 01:36,2025-09-09 02:51,75,8,No,Team A,2025-09-09 02:51,Escalation note for APP035,Yes
421,APP036,Loan,TeleSales,Sourcing,Submitted,2025-09-10 10:29,System,On Hold,Submitted done for Sourcing,Yes,Partial,No,Medium,Yes,No,632,Yes,Yes,NA,Cleared,Hold,No,Notes for Sourcing,NA,0,Complete,2025-09-10 11:29,PDOC note for APP036,7319,2025-09-10 12:29,Inactive,No,DI note for APP036,2025-09-10 07:00,2025-09-10 10:29,209,10,No,Team A,2025-09-10 10:29,Escalation note for APP036,No
422,APP036,Loan,TeleSales,Sourcing,Reviewed,2025-09-10 12:07,Team A,Pending,Reviewed done for Sourcing,NA,None,NA,Medium,NA,NA,608,No,NA,Yes,Cleared,Hold,Yes,Notes for Sourcing,NA,3,Complete,2025-09-10 13:07,PDOC note for APP036,5910,2025-09-10 14:07,Inactive,No,DI note for APP036,2025-09-10 11:19,2025-09-10 12:07,48,5,Yes,Team A,2025-09-10 12:07,Escalation note for APP036,No
423,APP036,Loan,TeleSales,Dedupe,Checked,2025-09-10 16:17,Team B,Rejected,Checked done for Dedupe,No,None,Yes,Medium,NA,NA,432,No,NA,NA,Cleared,Hold,No,Notes for Dedupe,No,2,On Hold,2025-09-10 17:17,PDOC note for APP036,3693,2025-09-10 18:17,Active,Yes,DI note for APP036,2025-09-10 12:40,2025-09-10 16:17,217,4,No,Team B,2025-09-10 16:17,Escalation note for APP036,No
424,APP036,Loan,TeleSales,Dedupe,Flagged,2025-09-10 17:53,Auto,On Hold,Flagged done for Dedupe,NA,Exact,No,Medium,Yes,No,639,Yes,Yes,No,Pending,Decline,Yes,Notes for Dedupe,Yes,0,Escalated,2025-09-10 18:53,PDOC note for APP036,4690,2025-09-10 19:53,Active,NA,DI note for APP036,2025-09-10 16:48,2025-09-10 17:53,65,5,No,System,2025-09-10 17:53,Escalation note for APP036,No
425,APP036,Loan,TeleSales,Underwriting,Verified Documents,2025-09-10 20:48,System,On Hold,Verified Documents done for Underwriting,NA,None,NA,High,No,Yes,598,No,Yes,Yes,Cleared,Hold,Yes,Notes for Underwriting,Yes,3,Escalated,2025-09-10 21:48,PDOC note for APP036,9461,2025-09-10 22:48,Inactive,NA,DI note for APP036,2025-09-10 18:13,2025-09-10 20:48,155,1,No,Team B,2025-09-10 20:48,Escalation note for APP036,Yes
